review_text,overall,sentiment,sentiment_label,review_length_class,length_label,token_count,category
i swear this is a knock off but it does what it is suppose to and for the price who can ask for anything more.....update mine no longer works. oh well i got a few charges i will have to buy a real one from apple but it was only a buck and change,4,positive,2,medium,1,54,cellphones
"i read the reviews here and other sites and bought this headset, my first bluetooth headset for my samsung 870 phone. came with a lot of adapter accessories for different phone chargers except the samsung models. so that was all useless to me. nice silver case which looked good but also useless to me since i'm not going to carry an extra box around when i'm trying to simplify.prospairing was a breeze.sound quality excellent with the windows of your car closed.no real complaints.conswith the windows of your car down it was hard for the caller on the other end to hear you, or the radio on for that matter.i could really never find a comfortable fit for my ear so guess what happened,the day we bought a 6ft christmas tree i lost it....... fell out of my ear for the first time in public and now all i'm left with is a shiny silver case and a bunch of junk",4,positive,2,long,2,160,cellphones
"this charger does the job and it works great, and i saved a ton of money i will say this one is nice because other chargers... i have to take the case off my phone to fit the charger into my phone... with this motorola charger, i don't have to bother w that... just fits right in. one of the more useful purchases for me.",5,positive,2,medium,1,65,cellphones
"i'll first start out by saying that i absolutely love these headphones. i never really thought that i'd be so happy going with a cordless headphone, but the convenience factor is amazing. when i'm in our small office, i can leave my blackberry sitting on my desk, and walk anywhere in the office, fill up my coffee, go to the fridge, and never drop out. sound quality is relatively good, about what you'd expect from a headphone that is oriented towards an active lifestyle that is making some compromise on design for sound quality.the buds that will come installed are garbage. don't even bother with them, they hurt my ears after wearing for a short period of time. make sure you put the rubber ones that are symmetrical on. my buddy bought a white box kit from another vendor who was selling for much cheaper, and they didn't come with any of the accessories, so be careful where you buy!in regards to dropping out. strangely, with my phone on my hip, the signal does sometimes drop out. very intermittent, talking like a fraction of a second, but of course noticeable when you're playing music.the protrusion of the headphones from the back of the head is very pronounced. they are a snug fit going around your head, some people complain that they don't think that they will be able to get them on. i have a big head self proclaimed and i have no issues with that. i can't sit back on the sofa with them on because of the protrusion. likewise, this means you can't bench press wearing these headphones.the headphones also double as a hands free headset. the mic is back near the earpiece. i didn't think that it would pick up speech very well, but it does quite a good job as a handsfree device as well. i don't recommend driving with it of course, i use it at the office. the blackberry rings in the earpiece when listening to music to alert you to a call. another caveat is that there is no notification in the headset when you receive an email.i've had great success pairing these with the jabra a120s. i actually hooked up the jabra to the audio out on my lcd tv so i can listen to the tv ie. play on the wii without disturbing others. my wife uses it for the same purpose while on the treadmill so she doesn't need to blast the volume. i used the a120 on a creative vision with these headphones as well. no complaints. now that i have an ipod wake up apple give us bt i'll use the a120 for pairing when i need this style headphone.overall the cordless convenience is very nice. they could use some refinement, but they are a nice addition to your headphone collection. i would not classify them as an audiophile headset, but an active headset that can take some light abuse.",4,positive,2,long,2,492,cellphones
we bought this to replace a cheaper pie server and was very pleased with the build quality and design oxo put into this. the rubber handle is great and comfortable. no issues washing it and it just feels secure when serving pie. the ribbed side of this piece really does come into handy as well. be careful with it though as it is sharp.,5,positive,2,medium,1,64,home
"i have two whisks, this one, and a silicone covered whisk. this whisk is great to mix things quickly by hand. the metal wires instead of the silicone just works better. i use the silicone whisk for like making white cheese sauce or pudding because of the scrapping the bottom of the pan in high heat . but the metal is a powerhouse of whisk energy. eggs are fluffier than silicone, working with quiches or even whip cream because the wire as stronger withstand force and are thinner.purchased another one for a housewarming gift for a friend. when i realized they cook and didn't have a whisk, boy they are missing out.",5,positive,2,long,2,112,home
"rem oil is good stuff and protects the metal from rust. it's okay as a solvent, although products that are designed for that purpose, hoppes and gunscrubber work better. as a lubricant, i'm not sure because it dries so fast. it's supposed to leave a teflon coating and probably does but i want to see some evidence that there is actually some lube on the parts that need it.",4,positive,2,medium,1,69,sports
"all bore snakes work great. i have several in all the calibers. they will not clean as well as a rod and jag done the right way, but they will clean very well and 10x quicker than anything out there. spray the barrel and run the snake 2x. your barrel will be almost spotless.....just mad i didn't invent such a good idea",5,positive,2,medium,1,62,sports
"not anything as strong as the apple that came with our ipads and iphones but they did last a couple months and fair to the cost. i'll probably find ones with stronger wire to adapter connections but these were a great value, worked, no tech problems.",3,neutral,1,medium,1,46,cellphones
this is the best griddle for making pancakes and homemade tortillas. i love that the heat is even distributed and consistent.,5,positive,2,short,0,21,sports
this is a very useful size. it holds one liter and i keep it in my car whenever i am out on the road on writing or photography assignments. it's a good strong container with a nice finish.,5,positive,2,medium,1,38,sports
"i heard about these on twit.tv macbreak weekly. they gave it high praise so i picked up a few. i now have them in all cars and they work fantastic. two ports, one high amp one normal and a small for factor make this a winner.",5,positive,2,medium,1,46,cellphones
just as i imagined it. fits well with the phone and it does not come out at all and sits well.,5,positive,2,short,0,21,cellphones
"a signal booster can, at best, act only as a signal booster. it can't create a signal that isn't there and even at its best you can't expect it to boost a barely there signal to something thats going to rival your wifi network speed wise.i knew this and didn't expect miracles for my at t phone or my girl friend's verizon phone, i'd really only hoped to turn a serviceable signal that dropped calls on a semi regular basis and often wouldn't receive texts for several hours after they were sent, into something that would be reliable enough that we could avoid getting a land line. i thought this was probably possible as we regularly get 3 4 bars in the walkway outside the building. with those expectations i've been satisfied with the product.setup of the device is incredibly important and i would recommend having a partner and at least an hour to get it set up. what you'll want to do is set any phones you use regularly particularly if they're on different carriers and have one partner watch the signals on the phones using the diagnostic digital output not just the bars the wilson website can help you find this on your phone . the other partner should move the antenna around to try to find the best signal. this partner also needs to keep the location of the repeater and desk top antenna in mind as if any of the components are too close the unit will turn its amplification factor down to avoid feedback. the installation guide calls for 20 feet between the antenna and the amplifier, but i found that 15 feet was serviceable as long as you had a wall or two in between as well.the result of an hour set up for me was a little disappointing but more or less in line with my initial expectations. it should be noted that when the description says that this device will boost the signal in a small area that does not mean a small bedroom and part of the adjoining hallway or your kitchen or entire living room. even without walls i found that the radius that gets great service consistently 4 5 bars where we used to get 1 2 is only about a circle with a radius of 6 7 feet. from there the signal strength quickly drops off. it isn't a sharp drop off in that calls don't drop at 8 feet from the desk antenna, but if you're more than say 10 12 feet from the antenna you don't see much of a boost.overall i'm happy with the results and if you're comparing the price of the booster to the price of adding a land line for a year or more, its almost certainly a good bargain and at least worth trying out.wrap up it works it boosts whatever minimal signal there is where you place the outside antennabut don't expect miracles here. if you truly have no signal this will not manufacture onealso don't expect this to cover your house. if you need to walk around to make calls you'll want to look elsewhere.recommendation i'd buy it again and would recommend it to friends that are trying to avoid putting in a home phone or to those who want to get rid of their home phone but aren't sure they'll be content with their service.",4,positive,2,long,2,567,cellphones
this item is very sharp and built with good materials. the only flaw is that it does not cut all the way through the apple. it stops just before making the clean cut. you have the pull the core and apple slices apart.,2,negative,0,medium,1,43,home
this is a great whisk! very well made! i have been looking for one to use with my non stick cookware. a great tool! i would recommend this one!,5,positive,2,short,0,29,home
critters appreciate being bludgeoned than sliced or pierced. one or two were ruined due to compacting on hard trees. critter really appreciated that.,3,neutral,1,short,0,23,sports
i was super excited to recieve this case but was disappointed when it arrived. the pattern is different than the one in the picture and its a very cheap feeling looking case. i guess thats what you get for 5 bucks.,3,neutral,1,medium,1,41,cellphones
"if you wanna grill and cook like a pro, you need to shell out 15 for these tongs! they are great! now if i could locate i restaurant supply store that generic 16 tongs for cheap i would probably buy a few of those instead, but these tongs are worth it! i have manhandled lots of baby back ribs and 5lb roasts with these bad boys no problem! i would have preferred a simpler locking mechanism, i mean if it ain't broke dont fix it, but the locking mechanism on these has helf up so far.",5,positive,2,long,2,96,home
did what it had to do for a short period of time i dont know if its the quality of the thing or me cause the rubber from the wire came out after me using it for a month stopped charging my phone and now i basically have to wriggle it around to get it to charge,3,neutral,1,medium,1,57,cellphones
"plastx removed a deep haze on my headlights casings. my headlights were hazed, faded, and fogged over like a bathroom mirror after a hot shower. plastx removed the cloudy haze from the lights after three coats that took 5 minutes each to apply. it restored them to almost brand new. my headlights now shine very brightly and light up the road ahead of me much better than before.i'm surprised this product is only 5 10 dollars at your local walmart and autoshops. the restoring properties of plastx is well worth it. it's easy to apply, and the 10 oz bottle is more than enough to do a lifetime of headlight restorations. i think i only used an ounce for both headlights.i knocked down the product down a star because it didn't do so well on a cd of mine. despite using clean microfiber cloth, it looks like it may have added a few swirly type scratches to the cd. i wouldn't recommend it for that application, but if you're purchasing it to restore your headlights then this is the product to buy.tips apply plastx using a clean cloth, and apply with a gentle pressure. repeat the process a few times until it clears out the haze. finally coat the headlight in car wax to seal the final shine.",4,positive,2,long,2,218,sports
"i am a moderate user, and this device will be charged long enough for me to go monday through friday at work.at work, i can have my cell phone motorola v365 connected via bluetooth and setting up high enough that it can pick up a decent signal while i am moving around in poor signal areas. further, i keep my phone's ringer on 'silent' so coworkers don't know when i receive a phone call. the headset simply beeps in my ear, and i click it to take the call. if i am in a meeting or the boss is talking to me, i simply let it beep in my ear 4 or 5 times until the call goes to voicemail. no one even knows i had a call coming! if i am on the phone and someone important walks up to say something, i can easily stop responding to the person on my headset. they get the point pretty quickly, because they can hear the person i am talking to just about as clearly as i can!now, if you want a nice quiet conversation in a cubical, you can scoot up close to a flat object i use my flatscreen monitor and talk in a very low voice. the sound reflects off of the monitor, so it is easier for your caller to hear your low voice volume without cupping your hand over your mouth piece or without trying to hold the mouth piece closer to your lips.i liked this so much i bought one for my wife. her older phone motorola v557 drops the bluetooth signal much more often than mine does. also, she goes outside more often than i do, and it seems like sunlight interferes with the bluetooth radio frequency. my wife loves keeping her phone on silent with the headset, because this way the baby doesn't wake up whenever a phone call comes in. my wife's complaint is that the signal gets dropped a lot, but she sometimes leaves the phone in the living room whenever she makes a quick trip to the bedroom and that's just too far away.next, i bought one for my dad. but, he's one of those old timers that will never change. i can't seem to get him to put one of these 'new fangled things' on his ear. i guess these aren't for everyone!",4,positive,2,long,2,394,cellphones
i bought a couple of these for my father to keep on his car's dashboard. they stick well but do not break down in the sun and leave no sticky residue. they hold his phone and garage door opener with ease.,5,positive,2,medium,1,41,cellphones
"i only purchased this phone because cingular did not carry the new razr with the mp3 player and 1.3 megapizel camera so i had to settle for this one. the swivel to use the keypad is awful, no one can ever hear me when talking, even when i use the motorola h700 bluetooth headset , photos taken on a regular megapixel camera phone are better than the 1.3 provided here, can't listen to mp3 thru bluetooth, photos stored on phone often become corrupted for no reason at all, all photos disappear occassionally and i have to turn phone off and back on, too bulky and heavy, battery at times drains after only an hour even without any use, reception very poor and often have to stand in wide open areas. overall, i am very disappointed with this phone and only wish my contract would allow me to trade it in. i am a gadget junkie and the reviews on cnet led me to purchase this phone but i truly now regret it. go with the new motorola razr with the 1.3 camera and the mp3 player, same features in a nice slim package.",1,negative,0,long,2,193,cellphones
do you need to charge your phone? so you need to transfer data? then boy oh boy this cable does that.,5,positive,2,short,0,21,cellphones
i bought this for my daughter to use on her vacation cruise. the magnetic clasp erased her room card and credit card. kind of defeats the purpose of the clutch. it might be ok if you just used your drivers license phone and cash but people don't really carry cash and to have to have a credit or bank card reissued is problematic.,2,negative,0,medium,1,63,cellphones
"i have a blackberry 8220 that i beat to death on a daily basis and the battery life on it just was dismal. so, after a week with this i'm back to normal, and i don't have to feel like i'm tethered to my desk or will wake up in the morning with a dead battery.you get what you pay for when it comes to batteries, so don't be surprised if it doesn't work as well as the original rim made battery 4x the cost.",4,positive,2,long,2,85,cellphones
nostalgia is right for my benjamin 392 as it is a long running design around since the 40s just what ralphie should have wished for.,5,positive,2,short,0,25,sports
"i was a little surprised because this was listed as the jabra street, but what i received was the jabra street2 revised version . could be a seller mistake, but since it's in my favor, i won't complain. i wear hearing aids, so i had to get something that would work with a t coil loop. i have a non powered version that is strictly for listening. the fancy one i purchased from the hearing aid manufacturer amplified everything, so it didn't function as i needed. this works perfectly. only amplifies what is being piped through without adjusting the volume of the hearing aids themselves. perfect for gym use and while working in the yard with over the ear protection. basically, it works.now that i've had the jabra awhile, i wanted to update my review. i use it primarily with a music link stereo hearing aid compatible headset since i already have a t coil bluetooth loop that works for handsfree driving and the like, i wanted something that would allow my use in the gym. the compilot is awesome, except that increasing the sound does so by increasing the hearing aid volume. the jabra on the other hand does exactly what i wanted. so, it increases the sound of the music and leave the overall hearing aid volume in place. it's a perfect combination for my needs.",5,positive,2,long,2,228,cellphones
has everything you need. little pricey but worth it. very nice. all in one. would recommend. fits compactly in any bag.,4,positive,2,short,0,21,sports
"this is a compass, not much to say about it. its lightweight, works as advertised. i keep it in my backpack when i go hiking. works well, doesn't get stuck, easy to read. no complaints!",5,positive,2,short,0,35,sports
i don't know why i didn't get the oxo pastry scraper sooner. i find i'm using it constantly to pick up large amounts of cut vegetables for transfer to another bowl or pan. much easier than lifting the heavy cutting board or trying to pick them up with my hands. it's also great for cutting dough in half. i'm sure i'll find more handy uses as time goes by. great kitchen tool.,5,positive,2,medium,1,72,home
"these are just fantastic for cleaning the bore! i personally haven't had any of the issues others have listed yet.i use ballistol, let it sit for a bit in my m4, and then run the snake a few times...works great.",4,positive,2,medium,1,40,sports
"i got this for my sister when her fan stopped working for her. it makes her room much more comfortable for her to sleep in, thank you very much. i came very fast and she did not have to wait too long for it, only a couple of days after i ordered it.",5,positive,2,medium,1,53,home
"i expect oxo products to be well designed and built. this measuring cup set certainly meets those standards. finish is excellent, a brushed stainless that looks nice. the handles have oxo's trademark sticky rubber grips that make holding the cups easy. there's a clever notch in each measuring cup that snaps into a holding ring for storage or hanging. the cups are thick stainless steel, very thick. the 1 and 1 2 cup measuring cups are substantial enough to replace garden digging tools. they are certainly stronger and stiffer than some trowels i've used. is this a good thing or are these over designed and built? probably a bit of both. is it necessary to have steel two to three times thicker than standard measuring cups? not really, but it looks cool.",4,positive,2,long,2,132,home
"i love this strainer and have to say that it does a much better job of rinsing out water than my cuter tiny colander, which tended to collect water sort of beside the point, right? . this is a sturdy feeling little guy and i expect it to last for quite some time. i find myself using it several times a day to drain berries, and it's also handy for straining home made ice cream the initial custard step , sifting flour, dusting desserts with powdered sugar, rinsing rice, and for any small draining or straining needs. highly recommended!",5,positive,2,long,2,99,home
"i use the meguiar's plastic cleaner for maintaining the plastic headlights of my car. the headlights become covered with a yellowish haze after a few years, and eventually the cloudiness has to be removed. if the clouding is just beginning, meguiar's is fine to use. if the clouding is severe, you really need to use a headlight restoration kit or have an auto detailing shop do the work . either way, once the headlights are clear, the meguiar's is great to use every 3 6 months or so to maintain the headlights. it's easy to use, and i'm very pleased with the results.",5,positive,2,long,2,103,sports
"presto 01241 4 quart aluminum pressure cookergreat for standard pressure cooker needs, not larger enough for those really big jobs.only issue i have is that the finish dulled completely when put in dishwasher",4,positive,2,short,0,33,home
"it works fine. slices cleanly, and i like the generously sized handles. but the plastic cracked after about 3 months. still usable, but obviously not as nice.",3,neutral,1,short,0,27,home
"i did sloppy shopping. this machine is exactly what the name says it is a speller. i wanted definitions, oh, that would be a dictionary! i ordered a dictionary an i am happy except the voice is scratchy. life is not perfect.gg",1,negative,0,medium,1,42,home
"no fuss, easy to use, easy to clean, won't jam up on younot complicated like the other can openers that cost more than their worth",4,positive,2,short,0,25,home
fit my two speedloaders well. only concern may be wear and tear in the future and material seems thin. have not had a chance to get any wear on them so will have to wait and see. good item though for the price.,4,positive,2,medium,1,43,sports
"i needed these because the range charges so much for targets. i can only say one negative thing about this. it may be beneficial if they came attached to each other somehow, now i have a huge mess in my office trying to split them up into groups for range visits. i'd like to suggest somehow attaching them in groups of 10 when they are shipped out. other than that they are perfect and a money saver.",4,positive,2,medium,1,77,sports
"the marking holes and slots on this protractor are great. i have used protractors before but had to always eyeball the markings with various degrees of accuracy. this protractor takes away that error. a bonus is that a .5mm mechanical pencil came in the package too. it is just the right diameter to fit in all of the holes and slots.the t bar is a good feature also. you can loosen the thumb screws to slide the t bar off of the protractor. be careful to not loosen the thumb screw all of the way since they are tightened by two nuts in the t bar channel which will come off of the threads if the thumb screws are loosened too much. once the t bar is removed you can then remove the nuts from the thumb screws so the thumb screws can be removed from the protractor in order to lay the protractor flat. to re attach the t bar to the protractor insert the threaded shaft on the thumb screws in the large holes on the protractor, thread the nuts on enough to secure them, the slide the nuts into the t bar channel and tighten down the thumb screw. there is an indexing lip on one side of the t bar that the base of the protractor rests up against to ensure accuracy.the t bar is 7 in. 178 mm long by 11 16 in. 17 mm wide by 7 16 in. 11mm thick.",5,positive,2,long,2,247,home
i like this sifter especially for making cakes that require folding in sifted ingredients in portions at a time. the bottom lid allows you to control the portion. the top lid stops ingredients from flying out. sifting mechanism is smooth and easy and doesn't require any 34 mad 34 shaking around!,5,positive,2,medium,1,51,home
i buy salad that comes in bags..i always washed it first and tried many ways to get it dry. but it never dried enough so it would wilt and get ucky within 1 day. we eat a salad everyday..so it was getting expensive throwing away all that lettuce.with my oxo salad spinner it gets so dry it can last up to 3 days!!! i love this kitchen tool! and it is rather pretty!,5,positive,2,medium,1,73,home
nice little trigger lock.now if we could get the nra to stop blocking their use we'd all be safer.,4,positive,2,short,0,19,sports
"the concept of an emergency use toilet at a reasonable price sounded great. the product took over a week to be delivered and is made for tinkerbell's butt. it is built from very cheap plastic and the lid will not open all the way, so you have to crouch at a very uncomfortable angle or break the lid off the hinge...which i am sure will happen in its first use.there are better products out there...skip this one unless it is a backup for your real backup.",2,negative,0,long,2,86,sports
good reception. it fits ok on my ear but not perfectly. it seems sturdy. price was better than most. the wind doesn't bother it much either.,4,positive,2,short,0,26,cellphones
"i own a number of oxo grip items already, including a brush, carving knife, and whisk. all are fine quality and well worth the money. this measuring cup set is no different. the stainless steel is of excellent quality and the oxo grip stays easy to handle even if your hands or the utensil is wet. the size of the serving is embedded above the cup and won't fade or be rubbed off. they all fit onto a plastic ring, and can be easily pulled off for separate use. although some reviewers here have talked about the handles on them bending at times, it still in my opinion takes a lot to do that, and they can easily can be straightened in the event they do. overall a really well made and handsome set of measuring cups.the only thing i noticed about these cups is no matter which one you're using, you have to fill them to the very brim to get it exact. and i mean to the very brim. there is no line at the top, or lip of any kind. and when i filled a measuring cup with water and poured it into the the sets full cup size it came to the very, very top. it doesn't matter with a dry measurement that much, but with liquid it's so full you would easily slosh and spill some. it would have been nice if they had left even a 1 8th clearance at the top but they didn't. just remember that when using them, for if you measure several times with them and don't fill them to the very top, you will be off some for sure by recipes end. despite that minor annoyance, i really like these measuring cups for their looks, quality, and price, and i recommend them...",5,positive,2,long,2,303,home
"the phone does not fit into this junky case properly. completely worthless and just a money grab by the seller. it was cheap with the coupon code because it doesn't fit! i tossed this case is in the trash where it belongs. i realize purchasing a cheap case is a gamble, but i never expected it be so bad that it doesn't even fit the phone. completely useless.",1,negative,0,medium,1,68,cellphones
"this thing is big where it counts and compacts nicely. i am a college student and have this thing hanging in my dorm room, actually writing this review while sitting it it! very comfortable and breathable. i got this firstly because i wanted a lightweight alternative to a tent when backpacking and liked the idea of hammocking. the product did its job well, my friends in a tent were mad that they could hear me snoring after 5 minutes of laying in it while they were up for a while trying to get to sleep! it compresses into a small pouch stitched onto the hammock! the pouch is about 6 or so inches wide, 7 or 8 tall and gets like 3 inches thickness. the hammock itself is plenty long and surprisingly wide, very comfortable for me and some company . the price is great for this hammock, since it is so versatile, durable, and comfortable.if you are thinking about getting a hammock, get this one you will not be disappointed!",5,positive,2,long,2,171,sports
its ok best it did do the job no complaints good product for your iphone or apple product its a must have!,3,neutral,1,short,0,22,cellphones
the one step is great if you can put it together. trius should revise the instructions because you get it half together and find out the rest of the instructions aren't there. the instructions only tell you how to put the base of it together but leave off how to assemble the working mechanism. i emailed trius and asked if they had an updated set of instructions. after about a week and no response i emailed them again asking why they hadn't tried to answer my email. the response i got was 34 just attach the arm and the spring and you'll be good to go 34 ! ...... duhi looked at a few of the other reviews that mentioned the same problems putting it together so i looked at the box and did what i thought i should do. i had a couple of parts left over and tried to figure where they went and i still haven't figured that out but it works.i've put some fairly complicated things together in the past and the one step should have been easy. the problem is safety. the sling arm is made of sheet metal and when the spring releases it with a lot of force you wouldn't want any kind of malfunction. there are a couple of very sharp edges on the sling arm that should have been made smooth because they are razor sharp.bottom line is a good device without the essential instructions and the worst customer service i've had to deal with other than centurylink !,2,negative,0,long,2,258,sports
"i bought this only for the odometer function. i just wanted to know how far i was riding each day . i usually ride only two different routes that cannot be verified by driving my car over the same route. dedicated bike trails . it is really not a bad unit for the price. i don't need something that will last for years. once i know the distance of the routes i could just un install it if i wanted to.. ordered on a wedesday a.m. and it arrived on thurdsay p.m..it took about 10 minutes to install and off i went. tested on a route lake perris ca. and i was riding 12 miles assumed it was 10 . so if you are looking to buy one, just do it. it is very inexpensive and will probably last a long time if you are careful with it ..",5,positive,2,long,2,149,sports
"i just received the oxo good grips measuring cups which are awesome! they are heavy because they are stainless steel which i really like. the measurements are 1 cup, 1 2 cup, 1 3 cup, 1 4 cup and the measurements are right on top of the handle which makes it so easy to read. the cups are hooked together but can easily be removed to use as individual cups. the handles are soft and easy to hold in your hand. they are dishwasher safe. just be careful because the dishwasher soap can leave them looking dull. i prefer to have the shiny stainless steel look. i am so happy to have another oxo brand kitchen product. hope if you purchase this set you will be as happy with them as i am!",5,positive,2,long,2,133,home
"i cut my left ring finger that required stitches, unlike the other times when i cut fingers. since, i have an aversion to using a knife. we got this oxo good grips apple corer and divider, and my problem with knives went away. now i am happier to cut my slices of apples without hurting myself. so easy to use and wash.",5,positive,2,medium,1,62,home
"we saw it being favorably reviewed on a pbs cooking show, so we ordered one here. it only cost about 10. it is comfortable to use, and does a nice job in the mixing bowl.",5,positive,2,short,0,35,home
"how does one review a battery? i charged it up and it worked. it is still working to this very day. i like oem products, particularly when it comes to batteries.",5,positive,2,short,0,31,cellphones
the whole line of incra products are fantastic and the marking protractor is no exception. the build quality is fantastic. i like how the aluminum edge stop at the bottom is easily removable with two thumb screws. it has many different indexed cutouts for precise marking.,5,positive,2,medium,1,46,home
the boresnake gets the job cleaning your rifle done in half the time after a day of fun out at the range.,5,positive,2,short,0,22,sports
i've been using this strainer for a long time now almost daily and highly recommend it. it proven to be sturdy and durable.,5,positive,2,short,0,23,home
bronner's soaps are awesome. i bought the smaller size to put in our bob and hope to never use it. but i am a huge fan of the tea tree smell.,5,positive,2,short,0,31,sports
"i was a bit hesitant to spend 12 on chalk, especially on so much of it i'm ocd when it comes to trying many different things first before buying in bulk, but i have no regrets here.the blocks are sturdy enough to not make a mess, and fragile enough that the chalk easily rubs into your palms. three weeks of using this four times a week, and i can tell that my first block of eight from the package will probably last me six months, at least.",5,positive,2,long,2,87,sports
you have to hold it in a certain place in other for it to charge. i'll just buy the verizon charger instead,3,neutral,1,short,0,22,cellphones
"small aerosol can, fits in your hand but it is loud! threading diameter looks like horn might fit on a regular sized freon type can also.great attention getter, good for boating, camping, emergencies, travel... waking up teenagers!! haaa",4,positive,2,medium,1,38,sports
"very easy to use. very comfortable. this product is definitely worth the purchase price. using it this week since i purchased it, i keep thinking that i should have bought this long ago.",5,positive,2,short,0,33,home
"we own three of these little victorinox swiss army knives, two of them on our car key rings and another one for my son. this knife has a good collection of tools, including a very good pair of mini scissors really! , a nail file and small flat head screwdriver, tweezers, plastic toothpick, and knife.the knife blades were a little duller than i expected, but a few quick passes with my sharpeneraccusharp 001 knife sharpenerput a very good edge on them.we also have several of the larger victorinox knives as well includingvictorinox swiss army champion plus pocket knife and have never been disappointed with any of their products.highly recommended!cfh",5,positive,2,long,2,109,sports
"i bought this several days ago, it is easy to use.after 2 days, i can not turn volumn up and the sound is so low and i can not hear it when i am driving i have a lexus new car, it is quiet . or i did not operate correctly, but i follow the instruction in the manual.anyone has such experience, please let us know.thanks,sumulu",3,neutral,1,medium,1,66,cellphones
i purchased this in october of 2013. both of the included batteries no longer hold a charge. this is unacceptable.,1,negative,0,short,0,20,home
these are the best measuring spoons i have ever used !! they have brightly colored numbers so you can see what your grabbing. they are non slip so if you have dexterity problems they are easy to hold onto they are dishwasher safe. who could ask for more? they are a valauble addition to my kitchen !! i'm glad i got them!!,5,positive,2,medium,1,62,home
"after reading good reviews i purchased this can opener. it feels pretty solid, though i have not actually opened a can with it yet.my biggest annoyance is that it clearly says hand wash only ! this is is stark contrast to the product description here on amazon and the user reviews. that is the one of the biggest selling points!my guess is that oxo had enough complaints about rust from dishwashers that they changed the product label. even stainless steel will rust in the right conditions.",4,positive,2,long,2,86,home
i ordered this for my xbox 360 slim and it worked just as expected. haven't had any issues with it. shipping was quick and it was super easy to get working.,5,positive,2,short,0,31,cellphones
"works well, and provides more than enough power, but the light is too bright at night in the car. i wish they sold one with a red light as well, it would also be nice to add a secondary usb port instead of the light.",4,positive,2,medium,1,45,cellphones
"i have never had an off set spatula, and every time i frost cupcakes or a cake, i would think, i really need a spatula to frost my cakes . finally, while frosting some cupcakes, i wrote myself a note and ordered an off set spatula. it is one of those things you do for your self to make life easier. for under ten dollars, this was a wonderful purchase.oxo has such a great name, and i have many of their products, i knew i could not go wrong. it is a very comfortable knife with a nonslip handle. the bent blade is perfect for putting the frosting on and then shaping the frosting to fit the cake or cupcakes. you can angle your movement without breaking your arm, and it is so much easier to use this off set spatula.of course, there are other uses for this off set. you can slide the knife right under cookies to lift the cookies off without crumbles. anything, really that you want to move from a pan to another surface. the knife spatula is made of stainless steel and you can wash in the dishwasher, but i prefer to hand wash.this off set spatula is one of those pieces of equipment that makes a perfect gift. many people, like me, never think to purchase one, and then once you have it, you wonder how you did without it. a gift someone usually does not buy for themselves. remember this, when you are thinking of stocking stuffers.recommended. prisrob 03 28 14",4,positive,2,long,2,258,home
"wish this was not assembly required as i was not prepared to deal with drills tools etc. prefer already assembled options. plus it looks cheap and ugly. plastic end caps keep falling off, the cats love them, i do not!!",2,negative,0,medium,1,40,home
"i read the reviews on it, and some said they used it on their 9mm. well, it would not even fit over the magazine of my sd9ve. maybe they had a single stack, i don't know. anyway, the company was superb, with some of the best cs i ever had. paid for tme to return it, and gave an instant refund. love thos folks!!!!!",3,neutral,1,medium,1,64,sports
"i'm surprised at the power this little cordless has! it picks up the dirt, dog hair and even little pebbles. a single battery lasts a long time, and with the spare battery ready, i can actually keep my place easily quick swept. i'm more a gardener, not a cleaner, so if it's not easy it probably won't happen. some cons the filter case is a little difficult to remove, it would be nice if the on button was up on the handle instead of down on the base, and although the stick comes off for stair cleaning, it doesn't have a dust buster like snout like, say the electrolux pronto which doesn't have the same power . it does clean so well, i'd recommend getting a spare filter or two they're cheap so you can rinse one out and have another ready. i'm so glad i got this!",5,positive,2,long,2,148,home
you can't go wrong with bore snakes... these things are awesome! i have gotten one for every caliber i own... fast and easy! can't beat that!,5,positive,2,short,0,26,sports
"great product for the price. material feels sturdy, holds shells firmly in place. might get a little uncomfortable after hours of wear without padding in the belt but again, great product for the price.",4,positive,2,short,0,34,sports
"for the price and what you get, can't beat it. neighbours have been floating down the creek for 3 years in one, just got their first leak this summer.if something happens to it, no big deal. to patch a hole, duct tape or tuck tape will work fine if you don't have a real patch.",5,positive,2,medium,1,55,sports
the item is working very good. my phone does not have problem with power with this battery and me neither.,5,positive,2,short,0,20,cellphones
"i had this set as a kid and loved it. once i had children old enough, i wanted to purchase a set for them to play with. i am so glad i did. it has been a blast teaching them how to curve the ball and how to throw in general. we can play for hours. they are great for park outings with your family or with any group you may belong to. we take them to our scout picnics and this is always a hit. we have 3 sets so there are plenty to go around. it does take a little bit of practice to get used to it, but once you have it you are in for a great time. just be patient and take the time to try it out before you get frustrated. if you have a family get this. it is so nice to have stuff like this to do rather than be stuck inside with the electronics that do not allow for interaction.have fun!!!",5,positive,2,long,2,170,sports
