query_index,query_review,query_true_sentiment,query_true_length,predicted_sentiment,predicted_length,top_1_similarity,top_1_review,top_1_sentiment,top_1_category
785,this product is pretty straight forward. it looks and works as advertised. a bit more of a plastic feel than i expected.. received it quickly.,positive,short,positive,short,0.9925440549850464,ver high quality finish and feel to it. it works very well ... charges iphone maybe faster than he wall charger ...,positive,cellphones
786,"this updated set of oxo stainless steel measuring cups with stronger handles is, unfortunately still not adequate, at least not for the high price that oxo charges for them. they are a stylish set and i like the easily gripped, plastic coated handles, but this product has some severe design problems.first of all, why would anyone want or need stainless steel measuring cups? i'm usually no fan of plastic, but straight sided plastic cups are often more appropriate than these slant sided stainless cups. you can't use these oxo cups to heat liquids in a microwave, because they are metal. and you can't accurately extrapolate partial cup ingredient amounts because these cups are tapered slanted, which means that what looks like half of any one of these four cups, really isn't half.furthermore you can't easily use this set on a stove top to warm a liquid , because of their smaller, more unstable bottoms, plus the plastic coating on the handles gets too close to the flames from a gas burner, and may melt. over the years i've found that the best compromise as far as measuring cups, is to have a couple of different sized pyrex glass cups, along with a complete set of light weight plastic cups. the glass measuring cups can be used in the microwave and having the in between measurements on the outside makes it easy to extrapolate amounts. i've never had any problem with my glass measuring cups, but for measuring out smaller amounts of dry ingredients, the plastic cup sets are perfect.so my question is, why did oxo decide to produce this stainless steel set of cups ? furthermore, their price is higher than either high quality plastic cups or even larger glass cups. and as i mention above, these cups are tapered, with the base being a smaller diameter and thus less stable . this stability problem also means that it's rather difficult to set even the largest stainless cup on a gas range top, without having it tip over. plus these oxo cups don't stack in a cupboard drawer as compactly as straight sided cups...all in all, these cups are an improvement over the original version because the handles are now stronger , but this set still has all the above design problems!",negative,long,negative,long,0.9930773377418518,"just a note many of the previous negative comments about bending handles are based on an older version.this updated design is very sturdy and very heavy! this set is much heavier than my other stainless steel set i own, to which i'll compare this set. these are almost a little too heavy clunky for my liking.if you're familiar with oxo brand you know about the rubber grip handles. i find those a positive on a tool like a can opener but on these more of a drawback. i for one do not feel 'grip' is an important factor on measuring scoops. it also tends to collect things, like flour. i'm the sort of person to just do a rinse wipe if i'm measuring dry goods and throw them back in the drawer,but can't always with these due to the sticky nature of the handles.i also prefer my other set without the tapered design. it's hard to estimate a partial measure like half a cup from the one cup scoop if the bottom is tapered like these. this set also doesn't offer any measure markers on the one cup to do so where my other stainless set marks these ie. 3 4c on the largest, 1 cup. i haven't had any tipping issues with the tapering though, probably because of the weight of these.these are nice if you're looking for a heavy duty set of durable measuring cups but overall i prefer my other set. the nice thing about oxo brand, they offer a 100 satisfaction guarantee, so if you're not happy, they'll make sure you are.",neutral,home
787,"i returned it because it came dented. i like it , wish i could have used it. they said i got the last one.",negative,short,positive,short,0.9900131821632385,i like it more than any other brands. this one is my third one. i wish i pound get a bigger size to wash lettuce as well.,positive,home
788,nice and tight and release very well. does what they advertise...load with speed. i have a gp100 3 34 and it works great. not sure that issues others are hiving with certain frames.,positive,short,negative,short,0.9751031398773193,nice looking case. very inexpensive and seems to fit very well. excellent value and it feels good in hand. a little softer than i like and therefore most likely prone to losing it's shape tightness over time.,positive,cellphones
789,the headset sounds excellent. the earbuds will not aggravate your ears when they are in... even for long lengths of time. i would definitely recommend these.,positive,short,negative,short,0.9887983202934265,plugged into the car and worked the first couple of days. hasn't worked since. my phone does not even recognize it's plugged in.,negative,cellphones
790,my wife and i have used the pump several times over the past few weeks and have not had any problems with it. it works well and is sturdy. seems like it will last.,positive,short,negative,short,0.9747319221496582,the battery goes into a 5 year old cell phone and it was not available in any local stores. the price was right and i have been using it for about a month w o problems...,positive,cellphones
791,"just follow the directions and you can't miss a well cooked meal....i have convinced 2 of my friends to get this product after serving one cooked meal. cooks for 2 people easily.. a cooking rack comes with it, also....!!",positive,medium,negative,medium,0.9761013388633728,great value ffoor a nice sling. i have it on my stoeger atac air rifle and it fits perfectly! way better than the sling fro the manufacturer at 3x the price. allen makes high value items.....great stuff for the price.,positive,sports
792,i am very happy with this product. it is a well constructed product and i love that it is dishwasher safe.,positive,short,positive,short,0.9910033345222473,as always oxo came thru again. this is a wonderful product. i highly recommend it and i use it a lot.,positive,home
793,"this is a good scope, certainly worth the money. i do not know how well it will stand up to hard use, but it certainly looks well made, and it should do the job.",positive,short,negative,short,0.9835245609283447,the battery goes into a 5 year old cell phone and it was not available in any local stores. the price was right and i have been using it for about a month w o problems...,positive,cellphones
794,"these patches work and that's what there suppose to do. unlike other, cheap, thin, flimsy patches these patches are consistently excellent performers. hoppe' s does it again. well packaged and quick delivery makes this product a winner.",positive,medium,negative,medium,0.964821994304657,i bought this to patch a 2 34 slice in my raft. it was simple to use and the patch held very nicely for a run down the river a few days later. i am very happy with this product.,positive,sports
795,"although i do not use the charger, the cable is useful. it is longer than what is given with the phone. the additional length allows the phone to be placed in plain sight, instead of down by the wall receptical",positive,medium,negative,medium,0.956954836845398,"the whisk does the trick but the handle is too small. i don't know, maybe i have not larger hands than most. no, the whisk did it's job, i just found the handle to be too small uncomfortable for me.",neutral,home
796,"how did i live without this? i use this almost daily and love it. good for chopping, scooping, and scraping!",positive,short,positive,short,0.9852625131607056,"these guys make great kitchen products! this peeler is comfortable to hold and it's nice and sharp, peeling with ease",positive,home
797,"this is our 2nd cuisinart ice cream maker. we lost a part on our first during a move, tried a couple alternate brands, and ended up buying another cuisinart as the other brands just didn't work as well for us.we found that the bowl on this brand seems to freeze more solid, thus making thicker ice cream despite the ambient temperature of the room. the others we used would barely hit super soft serve on hot days, whereas this will get to super thick soft serve.additionally, it just seems to be more sturdy and the motor isn't quite as loud as the others we'd tried but it's not whisper soft by any means in addition, we're dairy free, so have to make non animal milk ice creams. we reverse engineered coconut bliss coconut ice cream coconut milk based and it is incredibly good! everyone we've made it for has loved it even die hard real ice cream fans!here is our recipe for those interested note this recipe is sized to work in this specific cuisinart home ice cream maker makes about a pint and a half or so...one big and one little can of coconut milkvanilla 1 tspagave 3 1 2 tbsp, and 9 drops of stevia to decrease the overall sugars 4 tbsp cocoa powder we use raw, organic 1 4 tsp himalayan pink salt1 2 tsp hazelnut or almond extract makes the overall flavor more rich and full optional 2 tbsp of kefir or yogurt we use coconut milk kefir gives an added richness stir all in a bowl until well mixed, add to ice cream maker bowl, turn on and proceed as usual. yum!! no cooking or creepy ingredients required!",positive,long,negative,long,0.9954999089241028,"i've been experimenting with different pizza dough recipes and this scraper is invaluable for handling all kinds of dough, even the sorta wet slack doughs. i like that the measurements on the 6 inch rule at the bottom of the blade are etched and not silk screened so they won't fade with use as another brand's did. if you use a nice wooden pastry board you'll need to be careful the corners at either end of the ruled 6 inch blade are sharp as a ninja throwing star and will mark up your nice wood. i've thought about filing down the corners just a tiny bit but it's nice to know that if someone breaks into the house while i'm using the oxo i can go all bruce lee on their ass.this scraper is heavy duty and seems to be built for a lifetime of use so dough balls and miscreants beware!update 02 08 2013 holy crap! i didn't realize how accurate my review was. i got some cheese stuck on my baking stone after making pizza and used the scraper to clean it off. it worked great but the baking stone acted like a sharpening stone and i cut my thumb deeply on the freshly honed edge. i then dulled the edge on the same stone but yikes! who wudda thunk?",positive,home
798,"i love my little blender!the color is the exact baby pink shown in pictures... good, high quality... i mainly use mine to make my breakfast protein shakes in the morning and it blends up the fruit i put in like a champ.",positive,medium,negative,medium,0.9698589444160461,"fantastic.. awesome.. really comfortable! i bought 4 pairs of those socks to hike up mt. kilimanjaro and honestly they were more comfortable than my regular socks. if you are going on a hike, i strongly recommend these socks, they are definitely worth the cash!",positive,sports
799,"peeling has never been more fun! i love this peeler. it is super easy to peel any kind of fruit i want. i'll never go back to the regular type of peelers or god forbid dangerous knives. i like peeling potatoes, apples, and carrots. sometimes, i buy root vegetables just so i can peel them. this peeler is ergonomically comfortable. i can grasp it quite easily with my miniature sized hands. i wear size xs gloves. it's not hard to clean either. i just rinse and wipe, along the grain, using a sponge. that does the trick. i've had this for months and so far no visible grime has built up on it. it is rust free as the day i bought it. i would definitely recommend this to a friend. i am recommending it to you.",positive,long,positive,long,0.9947673082351685,"this running belt is awesome. just enough stretch without too much. great size and feel. easy adjustment. last forever ... if you are looking for the ford truck dependable, reliable, functional of running belts this is it. i've bought fancier, and costlier, and they all take a back seat to this model. made in the us , the last one i got. i have two 5k packs and two of an an older yet larger model called the 10k which sadly i do not see coming up on the latest search . the only problem i've ever had with these is a slight tear in the neoprene after 11 years of running and washing machines. it was easily sewn. the only reason i needed a second was to leave it in the car when i forget the first one.you can shift it up, and it stays, you can wear it low and it stays. it is a shame the company has to make so many other models for the consumer culture. they nailed it with this design!ps i did see someone complain that it was a little small for all their stuff. it can hold an ipod and flip phone, but its tight, if you want to bring a lot of stuff, see if you can find the nathan 10k running belt, you may luck out.",positive,sports
800,the perfect rifle scope for the price. you can spend hundreds more on all the fancy little gadgets that you probably don't even know how to use or just get this scope. great clarity with a perfect cross hair that lets you see your target with ease. the 12 power is just what is needed over the 9 power.,positive,medium,negative,medium,0.9729576110839844,"i had this case on my blackberry for years. after deciding to part with my beloved blackberry for an iphone, i gave my old phone to a friend. when i took the phone out of the case, the phone looked just as new as it did the day a bought it. this case took one hell of beating over the years and held up wonderfully.",positive,cellphones
801,"this swivel peeler works so well!! i even peel mango using this peeler, and it doesn't break the flesh of the fruit. it glides on the fruit or veggie super smooth and the non slip grip handle is great. it cost like 9 but so worth it because it works so well.",positive,medium,negative,medium,0.9742032885551453,"my wife uses this every day. she loves it. as far as construction quality, it's very well made, very heavy duty and likely will last for years and years. the handle has a nice gripping area and it doesn't slip out of your hands when wet.we'd buy again, but i doubt we'll need to.",positive,home
802,nice sturdy case. i use this primarily to click onto my shorts when walking. it stays put and i feel my phone is safe in this case. this case fits my note ii perfectly.i would recommend this case.,positive,medium,negative,medium,0.9753227233886719,"love this compact headset. fits well on my ear, very comfortable. mic picks up well, clear voice coming through. very pleased with this purchase going to get some spares for sure. feels like a solid build so should be durable.",positive,cellphones
803,the price was good and the cable works great. it seems to be well made. there isn't much else to say about this product.,positive,short,positive,short,0.9911089539527893,"its a must have. it works, it looks good and thats that. there isnt really much else to say about a car charger.",positive,cellphones
804,i love it. handle long enough for stock pots. scoop is just right. feels comfortable in my hand. i bought a couple of these. would highly recommend.,positive,short,positive,short,0.991087794303894,i just love oxxo products. they are the best. this peeler makes light work of hard job of peeling veggies etc...i will buy no other brand for such...,positive,home
805,"the inner bowl is a latticework of white plastic, with holes small enough to keep shreds of lettuce in yet plentiful enough to let out all the dirt. we follow the alton brown approved method of cleaning lettuce we put the lettuce in the latticework bowl, put that inside the outer plastic bowl, fill with cold water, and allow it to sit for at least a few minutes. this allows the dirt to settle to the bottom.then we lift the latticework bowl out and pour out the water. put it back into the now empty clear plastic bowl, and top with the funky looking lid. release the pump, which will pop up i recommend having a hand on it so it doesn't pop up very suddenly and loudly spring released and all that . then press down repeatedly on the pump, spinning the inner bowl like most oxo products, this is very easy on the hands.now here's the cool part. unlike any other salad spinner i've seen, this one has a brake! when you want to stop spinning your lettuce, press the little black button and it'll immediately stop the spinning. lift off the top, and you're done!the only minor problem is that it's hard to dry everything off. the top mechanism is enclosed, and it's likely to get at least a little wet inside during the spinning process. you just have to put it in a rack and wait for it to dry you can't dry the inside with a towel. likewise, it's tough to dry the latticework bowl with a towel because of all those nooks and crannies.",positive,long,negative,long,0.9933672547340393,"maybe i just got a lemon, judging by all the favorable reviews, but my cuisinart ice cream maker just doesn't work! i was really looking forward to making low carb ice cream, but, no dice. at the end of the 25 30 minutes, still just totally liquid sweetened half and half. i've kept the freezer bowl in the freezer for a week, used the most basic recipes, even with sugar, just in case that was the problem. i've tried about 6 times with different ingredients, chilling it all, adding flavorings and sweeteners only at the end. a couple of times i ended up with butter because i just couldn't believe that a cuisinart product could fail so utterly and i just kept it turning. what a disappointment! on the plus side, i've found i can salvage the ingredients in two ways. first and simplest, just pour it into popsicle molds and freeze those. not creamy in texture, but still a nice frozen treat. the other method i learned at our local children's science museum. put the cream mix into a zip loc bag. tak another large zip loc bag and put in a couple dozen ice cubes, and 1 3 cup of salt just regular table salt works totally fine. put the yummy bag into the bag of ice. now shake it for about 10 minutes, until it turns into ice cream. if you wish, you can use a pair of legging type pants for a convenient shaker. turn the pants half way inside out, so that one leg is inside the other. put the double bag into the middle of the leg, grab both ends and shake. you don't have to shake very vigorously. check to see how it's coming along every 5 minutes or so. once it's frozen, open the salt water bag, take out the ice cream bag and give it a quick rinse to wash away the salt. voila!",negative,home
806,it has everything you need to clean your hand guns or rifle and in a compact package. the only thing better is to have a full size cleaning system if you own a lot of guns that need cleaning all at once.,positive,medium,negative,medium,0.957342267036438,"i seasoned it a bit more before i used it the first time, but it is probably good to go out of the box. made in the usa, and darn good quality. i doubt i'll ever have to buy another one.",positive,sports
807,"review of new trent itorch imp52d the itorch is an incredibly useful tool for any road warrior. it lets you fully charge your phone and then some. i love the design and size of the device. it charges with the ubiquitous micro usb cable, and it can charge anything via a usb cable. i always keep it in my bag just in case. the only small issue i have is the amount of time it takes to fully charge. it take a few hours to get from zero to 100 . this is expected, but is still a significant amount of time. 4 5.",positive,long,negative,long,0.99114990234375,"i really wanted this headset to work out because it is being sold at such a good price relative to most others. well, it prooved to me that you often get what you pay for. let's consider the following in why i am returning this headset pairing, sound quality, ease of use, and comfort.pairing this really belongs with ease of use, but it is really your first experience with a headset other than charging it. it was hard to figure out if i was holding the multifunction button down long enough to get the headset in paring mode. after 4 attempts, i got it right. my lg vx 9800 see my review was able to pair with it easily after this. however, it shouldn't take 4 attempts just to get a headset into pairing mode.sound quality this is actually the area where the headset does the best in my opinion. with the speaker resting inside my ear, i didn't have to have the volume turned all the way up in order to hear the people i called. my wife reported that she could hear me clearly with one exception. when i had the ac fan speed in my car set to 3 out of 4 , she said that it sounded like i was in a wind tunnel. kicking the ac down to 2 fixed the problem, but once we hit the texas summer that could be a problem.ease of use i think that plantronics' attempt to make this headset easy to use backfired. i would go to turn on the headset, but i would always have to check my phone to see if it was connected. initiating voice commands also required multiple attempts before i would hear the familiar please say a command from my phone. however, what really drove me nuts was trying to turn it off. i would hold down the multifunction button for what i thought was the amount of time specified in the instructions, but i kept getting please say a command . compare this to the motorola hs850 see my review where on off is controlled by the folding boom while the multifunction button simply handles pairing, voice commands, and call connecting. i consider my self to have technology savvy and able to fight through things to make them work, but this headset still frustrated me. if you like things to work simply, this headset isn't for you.comfort i was willing to put up with the flaky operation of the headset because of the cost however, i realized after two days that i was not going to be able to stand to wear it for any extended period of time. the speaker pipes its volume into a rather hard earpiece that fits inside your ear. it is not removable, and try as i might to adjust it, i could not find a comfortable position. the ear hook is also fairly rigid. these two things combined made for an unpleasant comfort experience.i have to consider this headset to be a failure. on the box, it touts comfort and ease of use . as you can see from my results, it doesn't deliver on either of these. it's a shame because it does deliver good sound quality at a reasonable price. unless you have the ear it was modeled after, though, i would not buy it.",negative,cellphones
808,this float was purchased to be a 'floating cover' as required by central texas laws in regards to having 25 of your pool covered. this float does not stay in the pool on even mildly windy days so i do not recommend it for that purpose. additionally i got the orange one which faded within the first week and now after a few more weeks looks absolutely pitiful.i have to put air into it every couple of weeks too.the kids do enjoy this one a lot because it allows their body's to dip into the water while relaxing on it.,neutral,long,negative,long,0.9922390580177307,"like many of you, i've been using victorinox swiss army knives since i was a lad. my grandpa brought back my first one from switzerland in the early 1980s. at that time, victorinox swiss army knives were not to be found stateside. the quality blew away anything we had in the states at the time.before i got this, i got an original leatherman, figuring i'd give my fellow countrymen a chance before looking to imports. this tool simply blows the leatherman away in every category except one weight. it is an absolute brute compared to the original leatherman.closed, it is 4 1 2 . it seems to weigh about half a pound. mine came with a belt sheath that can be worn either horizontally yay or vertically. yawn coming from a leatherman, the first thing i noticed is the high gloss finish victorinox put on this baby. it is the same as is on their knives. just top quality througout. don't get bent out of shape because it takes fingerprints so easily. it doesn't matter, because it will not rust. this is unconditional with victorinox, unlike with many others the next thing i noticed was the larger bulk. after that, i noticed that all the tools lock, and lock solidly not just locked from closing on one's fingers.after that, i noticed that all tools except the pliers are on the outside of the knife when it is in the closed position. therefore, when one needs a tool besides the pliers, there is not even the need to open the pliers. unlike with the original leatherman this is the real handyman's multi tool. much beefier pliers than the original leatherman. there are no one handed blades, like on the newer leatherman waves, but that is not what this knife is about. it should also be noted that the one handed opening blades on the leatherman waves are not actually that fast to open, as they are so tight with small opening slots most of the tools are simply the same or a bit larger than on typical swiss army knives. tools that i was pleasantly surprised with 2 phillips screwdriver is long enough to be useful small flathead screwdriver it was a surprise to see this little gem on such a big tool metal file can be surprisingly useful for fine tuning the fit on things, whether plastic or metal. the metal saw is a last resort kind of thing. the file is also useful for deburring sharp edges off of things. chisel while i don't use the chisel much, this tool also has two sharp wire stripping notches in its base. these are not the joke wire strippers like are included on the bottle openers. these are for real. bottle opener flathead screwdriver this has been lengthened to make it feel more like a real screwdriver and less like a bottle opener. large flathead screwdriver this is truly large and sturdy enough to be used on the biggest flathead screws. it feels sturdy enough that one could probably do some real prying with it. wood saw i rarely cut wood with this, but it is also useful for cutting plastic. i cut more plastic these days than wood. scissors as many of you already know, this tool is second only to the blade for usefulness. i'm glad victorinox didn't gyp us out of this.the only thing to watch out for on this tool is the size weight. be sure you're willing to carry a big, beefy tool. the big quality and functionality are there too. if you don't want to carry a big, beefy tool, i recommend getting a medium sized swiss army knife with the pliers blade, and realize that it is for comparatively light duty.",positive,sports
809,"i would definitely recommend these spatulas they work quite well! i tried a few other brands of spatulas, and then found these, and i'm quite pleased.",positive,short,positive,short,0.9827077388763428,"these are a lot of fun, work very well, and kids love them. they are lighter weight so sail well and won't break anything they hit.",positive,sports
810,"i love oxo products for the most part but this product just is not well designed. it does open larger jars but it is clumsy and difficult to use. my husband and i have arthritis and i was hoping this opener would open twist off soda or water bottles that always seem to give us trouble. the opening is way too big to accomplish that so, back it went to the supermarket. i had hopes this oxo product could solve our bottle opening problem but since it doesn't, i am rating this only one star.",negative,long,negative,long,0.9893252849578857,i had this in my wishlist received it for christmas. i've used it several times i love it. its smaller than the one i had previously but that is perfect for us. only 3 at home anymore.i love that this is made of stainless steel. the insert is still made of aluminum which im not thrilled about but i dont have to use it if i dont want to.this pressure cooker is also a lot quieter than my old one is. i appreciate that a lot!its a great product and im so happy to have it.,positive,home
811,"i had heard so many good things about this headset and even tried on my co workers before i bought it, but what i didn't test out was the reception range. i have been using a logitech mobile freedom headset for almost a year now and love it, except for the fit. it fits horribly.this is where the bt205 shines. it fits great. it doesn't hurt. i can wear it for hours. it seems to have a ton of talk time at least 6 hours, i would say ...but the reception just plain sucks. i don't know if it's all the electrical devices running in my apartment, but damn, i can't get more than about 5 feet away from my phone before this unit starts to get all crackly on me. you almost have to have the phone 1 within about 6 feet of you and 2 have it on the same side of your body as the jabra. basically, count on walking around with your phone in your pocket.do heed jabra's warnings about the wireless home network interfering with this device! and your microwave. and your electric fans...and running water...they all make reception horrible. i think my problem might have been the wireless home network. but c'mon people, us geeks who use bluetooth headsets are the same geeks who have wireless home networks. duh.summary pros lightweight comfortable got a good price on ebay 42 shipped for new easy to usecons range, range, range! this is a huge one for me. if i have to keep my phone within 6 feet of me all the time, what's the point? too costly at 80 for what you get everything interferes with this unit. you might as well go sit in a room with nothing in it for good reception.needless to say, it's for sale on ebay!",negative,long,negative,long,0.9931240081787109,"i was one of the lucky few to get one of these free for registering my motorola mpx 220. i was skeptical to the whole bluetooth scene, but this headset quickly changed my mind.the device will easily last 3 4 days in standby mode with average usage. the sound is excellent, and people who listen think i'm talking on a normal phone. the range is great. i can be about 50 feet away without a problem.the best part about the phone is the intuitive on off. when the microphone boom is folded out, it turns on. fold it back in, and it turns off. simple, yes. but many other headsets require you to push buttons or hold them down . this makes using it a snap!i actually have one for my home office and another that i leave in my car.",positive,cellphones
812,"i'll never buy dried box potatoes again. this makes mashed potatoes so much easier and better consistency! it's impossible to overwork the potato with this gadget boil potato pieces til you can squish easily with a fork, mash through the ricer once, add milk, salt and butter and you're done!",positive,medium,positive,medium,0.9723572134971619,"got this veggie brush to fill out an order. imagine my surprise when i actually use this thing and its awesome! i grill a lot of squash and zucchini and never realized what a difference a good scrubbing could make! no more gritty grilled veggies!cleans easily, drys quickly, stores anywhere.",positive,home
813,the oxo whisk is the best whisk i've ever had. it's very sturdy and just the right size. the handle makes it easy to hold on to.,positive,short,positive,short,0.9677295088768005,this lock is easy to install and remove. better than the keyed version. also the changeable combination is a plus. i will definitely recomend this lock to my friends.,positive,sports
814,"the bore snake is quality, easy to use and works. it doesn't get any more simple. another successful product by hoppes. i have a couple of other for different calipers as well. beats the heck out of using rods and patches.",positive,medium,positive,medium,0.9690564870834351,"quick and easy installation. 4 shells of my desire, for faster reloads, or to hold different loads at hand just in case. i.e. slugs, buck shot, etc. perfect for hunting, and or home defense. good price too.",positive,sports
815,"was going to install a yakama rack to my car, and instead of buying it as a compete kit 1400 out of the box , i searched the interwebs and found the items piecemeal 375 , so i thought i needed these plugs. turns out i didn't need them as they already came with the 34 yakima round bars roof rack cross bars 58 inches 34 which i had ordered here on amazon.so, for quality, can't really tell ya. they are a rubber end cap they aren't going to rock anyone's world i hope .",neutral,long,negative,long,0.9901766180992126,"these are complete cheaters. first of all, the charger never fit my n73 phone slot. secondly, after i wrote my 1st review criticisizing the product, they called me up saying that they will send me a new replacement charger and i should remove my negative feedback from amazon. i waited for almost 3 weeks and the charger never showed up. i tried calling the same number from where i got the call, and no response.complete waste of money, waste of time and a useless product which i had to trash in 10 minutes after i received it.",negative,cellphones
816,just as good as the seats on swings at the park. seems like it will last forever. great product at a good price.,positive,short,positive,short,0.99151611328125,great product at a very good price. the store had these same arrows at almost twice as much. highly recommended.,positive,sports
817,"over the years i have tried so many different brands of headsets and none of them worked like a plantronics. it feels very comfortable, the audio is great and the set up is a piece of cake! i highly recommend this headset.",positive,medium,positive,medium,0.9681376218795776,"this pad works like a charm. it holds my phone to the dash, and the bottom doesn't even have any of that sticky residue you would expect. it is too small to fit several devices though, so i may even buy another one. great purchase!",positive,cellphones
818,"wanted a storage box for my automotive products and rags. it fits just fine in my smaller 2015 honda fit, solid build and keeps things orderly as i like it. its big, but you need room for a bunch of products, this is a good choice.",positive,medium,positive,medium,0.9548306465148926,it's amazing how many things use a ton of energy and how some use practically none. this is a must use item for energy savers. only drawback is that information is lost when unplugged. go for the next model up.,positive,cellphones
819,this works really well for crab legs night. they pickers help you get every last bit of goodness out of the crab legs. we love them.,positive,short,positive,short,0.9867897629737854,"8230 .and said they're a great value. son loves working out, this gives him a lot of choices. good set of workout bands.",positive,sports
820,"i got this because there are times when i need my blackberry to be functional and i'm not near a charger. i hadn't tried the p790 yet when hurricane irene decided to pay a visit. i had the unit charged up when the power went out saturday before 9pm. by 4pm the next day, power had not been restored and the phone was going below 20 wanted to shut down some functioning to conserve what was left of the battery life. i attached the p790 with an adaptor i bought at the same time. in under an hour i was at 55 battery life and could keep going normally till i had an opportunity to do a normal charge at my office, later that evening. it'd be an understatement to say i'm pleased.",positive,long,negative,long,0.9955888986587524,"i have been using hks speedloaders for over 30 years and recently purchased two hks 586 a's to fit a revolver i just purchased. what a disappontment i received. they were much lighter in weight than my older models, and the signature click that assured me that my rounds were firmly secure in the loader was pathetically anemic at best, and that was after i had to jiggle the rounds just to get the casings to secure with the holding teeth. when i twisted the securing knob, it would just jam with the shell casings and not smoothly lock the rounds in place. i tried the second speedloader to see if perhaps i had just received a lemon, and sure enough, the other loader was no better. so here i am with two speedloaders that bind with my rounds while trying to secure them in place, and once i jiggle them and do get them secured, the weak tension from the ball bearing that secures them, leaves me feeling less than confident that the slightest bump of the knob wouldn't send my rounds cascading to the floor, and probably at a most inopportune time. very disappointed hks. you really cheaped out what was a great design. guess i will have to re think the safariland ii loaders. i would return these two pos's but it is not worth the effort. i am going to send this evaluation to hks and see if or how they respond. interestingly enough, for a company that prides themself on customer satifaction and quality, they have not means to contact them. their home pages just says contact your retailer. thanks hks for dodging the feedback bullet from a loyal customer.",negative,sports
821,"i love the mini version of this salad spinner. it holds enough greens for a couple of dinner salads, works very well, and it's easy to store because of the smaller size. mine has been going strong for a couple of years. i love it for washing and drying herbs from the garden in the summer.",positive,medium,positive,medium,0.9782753586769104,"over all i like this system, there is a magnet that attaches to your spokes and the sensor on the fork. works very nicely and is removable so it doesn't get stolen. a couple of cons though, the front plastic is very easy to scratch and reflects everything so you get glare.",positive,sports
822,"if you think i'm going to gush over a corkscrew, it's really not my style. let me say that i am a huge fan of oxo products i fell in love with them years ago and have never wavered. i am rarely disappointed though it has happened , so i jumped at the chance to add this to my oxo inventory. i'm currently using a ratty old metal corkscrew that i've had for years and thought this would be an upgrade.i must admit i'm a little concerned. the oxo handle really doesn't add much perhaps it's slightly easier on the hand . i have opened a few bottles and it works fine. however, the unit just doesn't seem sturdy. maybe that is only my perception and maybe it will last for years, but the plastic components just don't fill me with confidence. had i looked at this in a store, felt it and handled it i probably would not have purchased it. seriously. my suggestion, try to look at this one first hand before ordering it.",neutral,long,negative,long,0.9939452409744263,"i started working nights and my wife does not cook so i had to start pre making dinner. this item has been a lifesaver to create fresh salads which can be stored. i purchased the large one. i can use the bowl to ice bath the lettuce and then empty it into the collander and dry it. i also use the bowl to then toss the salad with dressing. this item also allows me to wash fresh fruit like starberries and grapes, then spin dry and store in tupperware for the week. a must needed product for any kitchen. don't skimp, get the big one, you will need it. i highly recommend this product.",positive,home
823,"this did not go on easily with a .22 manufactured in another country, but fit easily on my mossberg. good scope though!",positive,short,negative,short,0.9879356622695923,good reception. it fits ok on my ear but not perfectly. it seems sturdy. price was better than most. the wind doesn't bother it much either.,positive,cellphones
824,"i was surprised to find that these carving forks are impossible to find for sale on their own. i have a carving knife i love but wanted the fork, but the only ones for sale locally were sold as a set with a carving knife.this is a good carving fork, and holds roasts securely. as everyone has mentioned, dishwasher safe is a big plus.",positive,medium,negative,medium,0.9664820432662964,"this item was purchased by me to cut up my bread dough, but i am finding more uses for it like scraping chopped items from my cutting board into a pot pan. this is another necessary kitchen item that i don't know why i went so long without having one. it is also made of good quality materials and even has a ruler etched into the cutting edge.",positive,home
825,charger is so easy to use in my van. the cord also reaches the back seat. phone stays completely charged while using gps. phone doesn't get hot.,positive,short,positive,short,0.9857140183448792,"very small, efficient and easy to use. the jack russell of all vacuums. i wish it was bagless. disposing the bag keeps all the dirt together.",positive,home
826,this motorola car charger is one of the best and a lot useful for your needs as you go on the road.,positive,short,positive,short,0.9860438704490662,"this tool repair kit is useful for repairs on a laptop, smartphone, eyeglasses, and anything else with very small screws.",positive,cellphones
827,this is the perfect case for my phone. even having a big phone the case makes it feel small and easy to handle.it gives great protection can even take a drop or a slip out of the hand. i love this case the black patent leather makes it a very stylish case.,positive,medium,positive,medium,0.9621198177337646,"after reading a recipe on making perfect mashed potatoes, which recommended a ricer, i bought this. and yes, it does make a difference. it is easy to use, one small potato at a time, for a creamy uniform consistency. tip pour the boiling potato water through it before mashing...keeps the potatoes hot.",positive,home
828,"the picture shows the brush bending at a 45 degree angle truth is it doesn't bend at all even after i applied excessive force i almost broke it the flex does not happen at the black part like it is illustrated oxo company told me that the flex illustration was a faux pas on their part i call it an outright fraud the brush itself is ok, but it does not function as portrayed",negative,medium,negative,medium,0.9679734706878662,goes into the lighter port a little rough but it charges the phone fine. i wish it had a little more reach so i could use the phone from the passenger seat of the car more comfortably but its not a big problem. it will reach pretty far because of the coiled section but this will put stress on the charge port of your phone which many people dont realize will eventually break it.,positive,cellphones
829,the cord is long and the blue light is okay but this does charge my phone fast for being just a car charger,positive,short,neutral,short,0.9764527082443237,"the product does charge fast and i use it only for emergencies, because using car charger can damage the battery, but when you need a fast charge, this product will deliver",positive,cellphones
